Easting ,Northings,Latitude,Longitude,elevation (metres),Station,County,,,,,,
295519.24,139406.63,52.4980984,-6.5942192,113,Enniscorthy,Wexford,,,,,,
Year,Jan,Feb,Mar,Apr,May,Jun,Jul,Aug,Sep,Oct,Nov,Dec
1994,169.9,213.3,118.9,98.6,70,35.5,128.7,98,100.9,76.8,119.4,125.3
1995,194.3,135.7,79.1,48.1,71.7,11,58.8,8.8,65.9,126.9,133.3,149.5
1996,302.7,113.4,156.4,109.6,52.1,34.6,55.7,185.9,22.7,182.7,122.3,64.5
1997,33.1,96.5,11.6,30.9,91.1,162,34.3,322.2,80.6,60.2,264.7,138.4
1998,170.7,28.6,86.4,187.7,54,145.2,63.3,39.8,91.4,149.8,150.2,156.8
1999,116.8,38.9,46.5,107.1,91.5,48.9,24.7,93,188.7,67.2,70.2,156.2
2000,58,96.4,30.5,97.6,73.9,41.6,50.1,74.7,122,201.3,224.6,229.9
2001,92.7,120.8,150.7,98.7,29.7,43.4,130.4,97.6,67,160,20.7,51.5
2002,199.9,130.9,50,168,156.9,78.7,36.4,70.8,14.2,215.8,277.3,159.6
2003,87,86.7,50.1,124.3,127.1,116,101.8,9.4,63.1,79.3,121.8,114.1
2004,154.9,66.1,88,76.1,45.4,75.1,30.1,121.7,100.8,162.5,42.2,78
2005,92.7,62.2,101.7,137.7,93.3,36,100.7,25.2,82.3,253,117.6,80.9
2006,60.8,63.8,178.5,31.2,154.7,25.2,53.1,82.7,204.8,167.7,170,198
2007,97.6,156.1,86.5,48.9,51.7,178.1,147.7,118.2,50.4,39.2,87.3,83.2
2008,169.1,33.8,90.8,44,53.2,127.2,208.3,162.3,90.1,165.8,53.3,68
2009,183.8,57.2,32.1,148.7,62,119.6,196.4,139.3,45.1,180.8,272.5,208
2010,165.9,82.2,104.1,49.7,75.1,95.4,153.6,22.8,142.2,86.5,160,111
